회사ID,연매출액,년도,월,월별_연금보험료,월별_직원수
456171,326571,2018,11,2320360,8
85020,359904,2018,7,1135160,5
123447,7459939,2016,2,1001480,8
310279,5155137,2017,10,3071860,10
266139,270577,2018,10,1043500,7
479988,87314,2016,7,677420,5
179050,2336933,2017,10,1676940,7
568445,740245,2018,11,945000,3
128485,82274211,2018,10,48915800,164
442613,1513092,2017,11,5636580,29
158396,3547425,2016,2,4448660,19
406787,6291863,2018,10,6447240,24
199954,1738905,2017,12,1309200,6
507718,16042269,2016,3,5292960,24
130128,20671408,2018,8,32099780,96
456553,900521,2018,5,1349100,7
279209,915653,2018,9,339300,3
149968,3935960,2018,2,1956960,13
232454,55776790,2015,11,9892720,32
137377,23248532,2016,1,10639060,50
143696,9017021,2017,6,9147800,30
285604,1620503,2016,5,673440,3
231476,4640420,2016,5,14839320,93
231260,43327752,2018,5,16341980,60
149380,7304664,2016,6,6904880,24
142828,16771331,2017,6,5905880,26
443435,1937660,2018,10,3651420,18
276261,5657266,2016,9,496780,3
430608,2294364,2017,4,797200,4
191467,3155351,2018,1,1432240,6
132930,28011487,2016,3,15589360,74
277615,730709,2018,5,454840,5
344505,8493444,2017,3,1367520,5
176914,3616035,2018,7,2872420,10
268810,998476,2018,2,810520,4
176575,1213572,2017,11,2572200,9
315746,5585277,2018,2,2053040,11
160733,2368130,2015,11,1591360,12
336400,1136450,2016,10,638860,5
208444,141418,2016,8,923100,4
469890,22219222,2016,10,48829900,287
384922,2928759,2016,10,4491300,19
171526,1792154,2017,8,2353100,11
409253,3257571,2018,4,2661080,13
316535,10153813,2018,4,3327560,12
210756,7735690,2016,8,1563660,5
195113,827282,2017,2,850940,6
254410,4155335,2018,6,1840220,8
405196,4388225,2018,2,13078560,49
457269,1337104,2018,10,1071060,6
445499,585959,2016,6,2276580,11
243945,1407842,2016,7,1589240,10
410877,940846,2015,11,2933240,11
132623,21438504,2016,8,14935860,74
196549,5166651,2018,5,2432420,7
389632,1403115,2016,12,787840,6
212522,593383,2017,10,904100,4
187006,1464907,2016,9,1557320,8
146761,2757473,2018,2,4066060,28
476294,4794875,2016,3,2152960,9
444427,1148478,2017,3,3709020,21
187527,1705857,2017,2,2429320,8
355162,3256820,2016,12,1643840,5
416013,467432,2016,11,611880,4
409253,4385447,2016,9,2751940,14
332916,3916218,2019,2,2857200,10
501057,344975,2016,7,430100,3
150654,8502651,2016,3,6190560,24
134755,32317144,2015,12,16387800,64
196573,412769,2016,12,488320,4
493737,1908687,2017,3,1841540,12
552359,1549826,2018,10,855900,3
414484,414103,2018,7,1162500,5
210312,412147,2016,5,815740,5
508914,901368,2018,9,1270160,6
130647,32368120,2017,6,31301340,111
264218,316121,2017,4,1157020,5
420046,607302624,2018,9,132445020,411
501043,125431,2016,4,345940,4
412321,509605,2016,5,1177980,6
298922,10333745,2016,11,7359180,28
162729,2473881,2017,2,3429540,16
337292,1343708,2016,7,944540,5
181743,2039567,2017,8,1686680,6
308329,11124753,2016,5,3157040,16
231703,104639174,2016,9,14823320,44
370828,5000960,2018,2,1014020,3
143259,5317913,2017,8,6186300,30
193951,1878405,2017,3,1082780,6
466435,3213766,2018,1,843020,4
263008,279062,2016,2,809160,6
169778,2374319,2017,6,1836720,11
377217,4039208,2018,5,711800,3
234015,2869033,2017,9,5214580,24
229559,1820797,2018,11,2219800,10
309155,2691821,2018,6,2215060,12
179464,5799807,2018,4,1873860,9
187738,3767377,2017,5,1294100,8
157470,25076395,2017,12,5197620,17
263817,941013,2017,9,679860,6
123380,4216827,2018,10,1677580,9
166200,8595888,2018,12,3562600,14
63025,2310921,2018,5,1376100,6
509060,537183,2016,3,718720,5
226432,1312185,2018,12,326880,3
368037,689798,2016,10,351980,3
362574,3315872,2016,3,1075400,4
171040,3315641,2016,9,1905360,9
407365,4362535,2016,2,4328860,17
130084,53559540,2018,1,36434260,112
430315,16675543,2018,5,1843500,9
512308,4773439,2017,1,4202820,17
330462,11607596,2016,3,699480,5
271386,1164710,2018,4,392920,4
403470,30071287,2016,8,32837620,126
180651,2347013,2018,7,1682880,7
498584,872140,2018,10,1352660,8
233643,5973693,2018,8,3209640,21
381981,2328863,2017,12,4432240,71
420304,85660865,2017,12,48952760,127
255475,2034196,2016,9,1024740,7
262150,2041569,2018,11,1547440,7
476657,1751533,2016,8,3665300,13
297081,14375777,2016,8,11119020,46
355829,2411922,2016,6,841680,5
407908,2364490,2016,4,4694420,17
158094,69916315,2018,7,4673720,17
300361,2433738,2016,12,6614280,31
246147,8356145,2017,7,1833820,10
247526,665035,2016,1,1265080,11
428781,5493441,2018,8,1949620,12
274108,1917600,2018,8,771380,3
93112,279511,2018,9,459000,4
94885,3408062,2018,12,1109600,3
207592,1854846,2018,11,1856040,6
412758,3710161,2017,3,1236680,5
403462,157122353,2018,1,153363940,402
149718,3735186,2018,5,4520840,20
204383,3080551,2016,1,368180,3
467922,413456,2018,12,1182760,6
411535,956591,2018,9,3633700,11
421681,10990637,2018,12,8187420,26
227750,7855055,2018,11,1572020,6
383045,4784102,2017,11,5282780,29
348882,1822216,2016,3,391680,4
541608,483588,2018,11,988260,7
446203,10381744,2018,11,5061120,19
196549,5166651,2018,10,1988260,6
150798,5248779,2017,12,2496740,14
297130,5489400,2017,4,8153860,46
142535,24851661,2017,10,8820680,30
239339,18798009,2018,5,1826140,7
460942,447675,2016,6,1047960,5
234667,13895710,2018,1,5840260,24
441018,5601656,2018,8,14789460,60
342837,22443961,2016,9,1601620,6
382403,4836074,2016,12,7378440,50
420566,4736221,2016,6,12296300,74
423044,1437672,2016,8,2603400,10
191190,4177177,2016,2,1235760,6
267355,1733823,2018,5,1943800,6
325512,1200533,2016,9,1132880,7
269977,678295,2016,8,1049560,6
369930,1531609,2016,5,1182500,4
133643,14025841,2018,2,13262240,62
260478,1219612,2018,12,1481380,11
336280,3072962,2016,11,1019220,5
151595,3738980,2018,12,4141920,23
454846,142066,2018,9,1383120,6
146363,8977508,2016,1,7514940,28
447765,1389788,2017,9,4369720,15
469890,19077333,2017,4,44511060,260
387863,3841565,2018,11,2297600,9
473907,4501737,2016,5,4331480,23
288974,695146,2016,11,493020,3
242957,1859573,2017,9,2520480,12
192493,3676382,2018,6,1705180,8
228708,3269875,2017,3,2922420,15
231260,51000425,2017,7,27387980,89
164749,1872783,2016,7,2271980,14
164033,3787613,2018,9,3258580,13
325512,1328275,2018,4,1299000,8
393078,253661,2018,12,367060,5
213842,9609351,2016,7,799980,5
514152,2088582,2016,2,3004520,9
450698,1238409,2018,7,2163040,10
313922,1699625,2018,11,2510860,10
301108,3029119,2016,3,4122980,20
267503,698419,2015,12,1826540,7
412687,176041,2016,11,1748760,7
158094,69236105,2016,2,4262440,17
167931,15251493,2018,11,3423400,15
164627,2526266,2016,3,2486220,11
333072,12251594,2017,5,1513060,6
474776,1271010,2017,12,2134900,18
38390,2305636,2018,10,2250240,9
125197,792737,2016,12,452320,4
195500,1551706,2018,6,925740,5
329526,4276448,2016,9,1554000,7
124386,1295805,2017,8,716740,5
132029,3166735,2018,6,10462520,37
469612,23450173,2016,7,87869900,612
127142,40417022,2018,11,63847020,250
241330,3575094,2016,2,1922800,11
277903,2290124,2018,6,580400,4
363406,1992387,2016,6,1079900,3
242049,1990822,2018,10,1842660,12
337477,3883397,2018,11,1046500,6
292266,627675,2016,6,455400,5
444270,1072863,2018,10,3684940,18
254574,12341704,2016,2,1839040,8
146627,5679967,2016,11,4186760,24
316294,4756007,2016,12,2283020,8
44851,939238,2016,11,1318740,6
249986,362685,2017,7,772100,6
350547,2581218,2016,8,549260,5
287333,953688,2018,3,492020,4
403522,108130461,2016,2,103219260,294
163735,3160686,2016,2,2202660,15
71256,5889329,2018,2,958140,5
131397,32444717,2017,3,23561540,84
238002,9490847,2017,2,3100460,16
516653,1956460,2017,11,594160,5
420928,18156536,2016,1,12532920,51
79653,2473420,2018,9,932280,4
164975,2912111,2016,10,2571140,12
297874,894075653,2016,7,6989440,33
391352,1493740,2016,11,836720,5
365839,8487880,2016,5,877400,4
123882,289034,2016,8,1462660,7
458415,331646,2015,12,653460,6
126282,1478243,2017,7,866060,5
249056,2923141,2016,5,891160,6
332484,1901569,2015,11,1314340,8
474099,1910161,2016,10,2502560,20
14422,1698580,2018,1,2638120,17
114233,14826200,2018,11,1780200,8
333581,676509,2016,3,1109120,6
233948,8052880,2016,1,3388380,12
355722,2370589,2018,12,714580,4
134599,17819592,2017,1,15491440,44
450154,890793,2016,10,1462640,8
307933,43001587,2017,4,4386200,17
126606,1035707054,2018,12,366363060,970
295938,13589790,2016,2,12450720,67
158489,18600335,2018,9,6368100,19
321177,8840342,2016,8,2059260,9
474560,2585049,2018,5,3340500,21
205248,4366887,2018,8,1151620,5
271386,1053508,2016,8,621360,6
446390,3576850,2017,9,4848880,15
148368,17010895,2018,9,7112020,25
273973,941507,2016,8,1034520,4
147680,10908440,2018,12,6003840,23
294790,31899173,2017,1,44382780,183
258561,370766,2016,8,1158280,8
302652,6341459,2018,1,6237760,25
420719,19114778,2016,2,20181760,67
88709,532848,2018,1,708020,4
385895,884249,2018,11,921380,10
295805,98168113,2016,1,25269520,89
131998,29757853,2018,5,19187220,84
295986,61659734,2018,7,10460380,55
430427,708652,2016,8,2343600,6
395238,3760281,2018,2,4778740,26
228679,1307833,2016,4,5014380,17
415652,2606684,2016,6,915480,6
321917,2981522,2016,8,1525840,7
238384,1415944,2016,2,1215520,4
382061,3223702,2018,12,6611420,52
266692,3441808,2017,3,1287800,6
484033,114824,2016,10,669500,4
165510,5067432,2016,12,1082880,5
260890,121523149,2018,1,1269060,7
248865,2838462,2018,10,1572740,9
238384,3548104,2017,2,1258200,5
249396,3011474,2018,4,1889700,9
165739,3981325,2016,3,2366420,11
403655,45095076,2018,3,62138840,175
234211,34758455,2018,8,6791440,30
343275,1859230,2016,7,1269160,6
560742,3960,2018,12,707800,5
250052,1587952,2018,11,3087480,11
177237,3827198,2018,6,1846880,9
511631,1496496,2016,8,4029480,20
48986,5456002,2018,12,2601000,10
128174,108639379,2016,3,51112500,202
410344,1365052,2016,10,927700,6
382038,5380589,2018,4,11438620,63
131635,24156770,2016,10,22735720,91
246141,1802115,2018,5,1387980,7
456492,1467031,2018,3,1289240,8
242601,6294083,2016,10,1165480,7
325527,321711,2018,5,2531240,8
172373,6655827,2016,8,1745060,9
87526,368677,2018,11,1139380,4
234768,16884483,2016,11,6313220,24
303178,11431955,2018,7,4262720,18
446278,1487600,2018,10,3023420,11
145948,1527754,2017,8,3855880,17
94602,7907858,2018,2,713120,4
246568,1564195,2016,9,1170040,8
142828,8747988,2016,10,4535900,22
203315,857956,2018,8,1527740,6
304094,951533,2018,7,3205160,24
294367,535249090,2016,2,217537160,855
304249,4384454,2018,2,5128060,20
133041,4727235,2018,8,11410360,51
278206,489191,2018,12,610000,6
262267,2733660,2017,3,948940,6
163302,7909854,2016,6,4380180,15
141868,7300765,2016,7,4993320,36
331625,952855,2018,3,2012160,8
138761,17010125,2018,3,8266820,35
457459,2152284,2016,9,992200,6
425963,1121795,2016,7,656800,3
512686,1797909,2018,1,3265480,15
276337,767659,2018,10,499220,3
125835,20990931,2016,8,16742440,75
190847,2402316,2018,10,1967840,6
343068,13172038,2016,7,1301720,6
406963,2007105,2016,6,3297300,12
251353,1434225,2018,5,1516120,7
30460,461986,2018,11,680480,5
169914,1748924,2017,1,1671860,9
311955,3069615,2016,11,1188000,9
384823,2610043,2017,3,2124040,14
200448,2509440,2016,2,1008780,5
175227,1297363,2018,10,1630220,10
134955,3312340,2018,5,10853840,59
172760,19144199,2018,7,2677000,12
286635,57581,2016,2,333980,4
327542,8859772,2016,7,1362940,6
365169,3650711,2016,2,570320,3
139044,7671229,2016,3,7882320,33
420232,15593800,2016,7,23471080,136
241330,1790712,2018,6,1493700,9
267104,1186787,2016,6,407880,3
445294,1950608,2018,12,4043540,22
55335,1761627,2018,6,1575780,6
343162,1163531,2018,6,1327480,5
301463,5710612,2016,2,1850160,18
127142,40417022,2018,5,50719360,205
132007,3902273,2016,3,2886880,24
136290,13255101,2018,1,13998460,48
177377,7282162,2016,7,3355360,11
235976,19754540,2018,4,6767160,21
384413,2412912,2017,6,3108860,22
398429,776394,2016,7,812680,7
278206,489191,2018,1,452840,5
310279,5498959,2018,7,2676480,9
123518,7202135,2016,4,2690600,12
385261,18569848,2015,11,902500,3
516653,1956460,2017,10,594160,5
144515,8766503,2018,4,8960960,31
336174,10102708,2016,5,1486060,6
185383,1692314,2016,12,1777020,7
348002,3194582,2016,4,292760,3
133826,22647524,2018,1,18548180,61
388026,1586308,2018,11,751120,8
443587,19959178,2016,7,6011740,27
470849,2108201,2018,8,7510240,32
130729,374082379,2017,11,25519080,75
228024,31690058,2018,3,16190860,52
231897,59092874,2016,1,15610320,64
310033,24843419,2018,1,3494980,15
236583,6372393,2017,11,3405000,16
446203,7761810,2016,6,1246220,6
196573,412769,2016,10,488320,4
338737,4238913,2016,8,846600,5
237854,13698112,2016,11,3585100,18
124181,1884775,2018,3,1157460,6
305801,2742338,2016,10,2398540,13
126365,1248009,2018,1,640800,3
312648,4050648,2016,7,2855560,12
235150,3012584,2016,11,1471380,10
363220,1333951,2017,3,381500,3
326945,5346755,2017,4,1841000,7
147083,8804643,2016,2,6084580,24
5202,90027705,2018,2,11928760,36
143050,43121295,2016,6,8572360,31
458851,168840,2017,10,833200,6
205415,2942983,2019,2,780560,4
240979,8496321,2016,12,3201620,13
420076,134237275,2017,9,63037260,224
128638,102649214,2016,2,37125920,155
187951,3586624,2018,12,1485960,6
314555,6329947,2016,8,3397300,11
446612,546278,2016,2,2455860,16
240352,4624174,2016,6,3249700,12
69941,147730,2018,7,556540,4
349426,1483153,2017,1,1367080,5
193890,1930670,2018,9,896940,4
155754,33885300,2016,1,4307780,21
428817,141968504,2016,7,3249860,11
143946,6488349,2016,10,3774360,23
189006,1837625,2016,11,1648320,8
241292,982941,2018,2,2185160,12
140487,8412533,2016,9,8161620,36
152080,5810286,2018,9,5014560,16
382403,4836074,2016,5,3597880,30
134428,20842109,2018,4,15999720,57
332161,10969111,2018,6,1761180,7
465916,1090049,2016,6,835080,3
147294,6500219,2017,4,4647580,25
228130,16219650,2016,11,8771760,35
428298,2129477,2018,7,1762160,10
191123,2789029,2016,12,2268520,8
227750,8381679,2017,7,1658220,7
396480,1299939,2016,1,2518380,15
472593,2470266,2018,9,11251380,37
249371,4562477,2018,5,1927060,11
159406,4785009,2018,2,2715180,12
159447,10729144,2016,11,3860380,15
27644,990880,2018,10,1608360,9
261685,3909717,2017,9,934260,6
192160,1602358,2018,6,1573680,7
150043,6105793,2016,12,4920500,23
289301,983866,2016,1,845000,3
135634,34193098,2017,7,15370320,58
129310,43360251,2018,2,34316020,147
287134,430521,2016,2,337040,4
125958,12534166,2017,7,4209700,15
516653,1956460,2017,5,593260,5
306974,774406,2016,6,5233960,19
403778,5759175,2017,8,28442040,137
253665,8027908,2016,12,1605300,7
176786,11388848,2018,5,3787180,11
437305,1082816,2016,6,953900,4
231260,51000425,2017,4,20118320,72
298874,18381667,2015,11,1474440,6
277903,2290124,2018,3,497680,4
253823,1000638,2018,7,1177000,5
236199,4951544,2018,10,2724340,18
291544,417706,2016,2,270620,3
179333,552895,2016,6,1274400,9
410036,617916,2018,12,3106280,12
457269,1713132,2016,9,1054580,6
455963,317945,2016,4,1135980,5
172856,4562773,2018,10,1697520,9
126831,2206140616,2018,9,244844100,584
200516,3835487,2016,12,1509540,7
441735,69269608,2018,10,8780340,32
308424,24417656,2016,11,5690720,22
513441,496125,2016,9,584260,7
231859,39965268,2016,10,19929160,69
386220,7293400,2016,7,2833860,10
242254,34485,2016,10,1817340,13
267104,3286793,2017,3,691720,5
127839,46546311,2018,2,61832540,222
189485,689560,2016,11,1413860,8
164248,17892466,2016,5,3467220,12
322129,4944754,2016,6,2656580,10
337516,9444970,2018,11,2007500,7
318809,531679,2016,7,696300,6
234502,6966021,2015,12,7343240,26
231383,46507536,2017,8,41116940,122
303993,13469116,2016,10,3087020,13
36480,1513954,2018,6,1960380,9
126282,1381558,2016,5,517760,4
370191,3986508,2017,2,941040,4
312186,479284,2016,10,1719860,12
249266,15214066,2018,3,2004880,9
154322,2910598,2016,6,2625680,15
140201,5729090,2018,5,6711760,42
294962,6109944,2016,12,20113280,139
469789,27793862,2016,9,94480840,401
50138,4632042,2018,5,1600200,6
381879,45362790,2016,5,24876740,82
137230,8839990,2017,4,6729160,35
249375,5276436,2018,7,2652720,11
302250,9770509,2018,4,3396460,23
312186,479284,2016,8,1839100,12
126606,1035707054,2018,11,367585080,978
213913,2054968,2016,1,1123440,5
129377,53672662,2018,2,44696140,128
130899,55628422,2018,10,25880100,114
59533,144614,2018,2,453200,5
178658,4327353,2018,5,1778560,9
163537,805768,2018,12,1723020,10
159105,4103086,2018,2,4000360,17
253465,6004457,2016,7,1784280,8
281646,2411778,2018,10,686500,3
127732,37029258,2018,12,65641620,243
368091,3949403,2016,10,498600,4
268810,396881,2016,9,577780,4
156012,10401789,2016,6,2700080,16
471095,1678690,2017,1,5507420,40
161461,4452054,2018,3,1448800,14
299539,3295891,2016,10,7381140,34
310033,24843419,2018,11,3648280,15
297441,82547972,2017,4,9746680,46
257618,10898593,2018,1,1522500,8
270024,1128321,2018,7,772200,6
146765,1238153,2018,8,1456900,5
229101,2028698,2018,3,1856520,11
187137,1305988,2017,6,2368960,9
238454,4415827,2017,10,2195940,17
451468,328808,2016,2,712340,5
191982,2621842,2016,3,1278800,7
155953,19030592,2017,7,4694960,20
237998,7079835,2017,12,4810740,19
135037,30195678,2016,3,11261900,43
137536,9356717,2016,12,8063960,41
321900,9246832,2015,11,2287660,10
474560,2585049,2018,3,3192000,20
407626,2621206,2018,2,6100340,21
355895,2153501,2016,7,1262060,5
138709,9692089,2015,11,10531080,44
234894,8014832,2018,7,2433200,14
451740,896211,2018,9,2014920,9
245823,2485344,2015,11,1664800,9
34070,7155374,2018,7,1363720,9
312787,2162827,2016,4,2493880,8
136593,8138799,2016,7,13112920,54
403909,17869374,2017,12,29616900,115
247210,319636,2016,1,1395600,12
162992,3016481,2016,9,3332140,16
123997,3263376,2018,5,1113300,7
201440,3338919,2017,9,1160720,7
458415,354580,2016,11,771880,6
230396,457527,2016,12,509740,4
443812,2606719,2018,1,7165200,25
23138,6323390,2018,3,3152480,13
157732,4032142,2018,3,6242960,19
126641,296190099,2018,4,131108440,463
296274,34216114,2017,4,8704700,49
207336,23791,2017,8,519820,3
175382,4119150,2018,5,1493520,7
147680,5989965,2016,3,4689680,23
145384,10510702,2018,3,4399960,18
231499,37946909,2018,12,13633620,46
358658,4285809,2016,10,946680,5
139676,16668441,2016,2,8665860,42
309695,9854885,2016,6,3102260,15
176786,8273227,2017,10,3787180,11
139080,79900244,2017,6,11590280,40
326945,5346755,2017,9,1762980,6
229495,760988,2016,1,1697820,9
27801,3949225,2018,2,2497120,10
138077,24520294,2017,2,11363200,41
151026,2108018,2016,11,2928820,14
137536,8069402,2015,12,9822480,50
143696,9490573,2018,5,9157420,28
156235,4947251,2018,6,4542600,18
133722,15014091,2018,9,14853720,61
408351,20498833,2018,9,4762220,23
171050,3728907,2016,2,2732080,11
446188,16277584,2018,10,4816560,16
304249,6055542,2017,5,4106200,17
139975,8347876,2018,2,8592780,38
234667,13895710,2018,7,5877760,22
246568,1920714,2018,4,1331980,9
238034,2482716,2016,5,1852820,8
307388,3150317,2017,10,3241420,17
317253,3245898,2018,8,2386840,11
315011,5003748,2017,5,2811920,13
319816,19325069,2018,7,3427800,11
281400,1080386,2018,1,485720,4
273973,966128,2017,8,1367980,5
328797,3009169,2016,7,959560,6
171050,3948262,2017,2,3090840,11
309672,876006,2016,8,3168120,14
285958,753372,2018,12,684900,4
257198,1586941,2018,2,907360,7
613233,64680782,2018,9,29714360,113
235987,4829755,2016,10,5235960,20
253465,8706388,2018,12,2067260,7
292331,785413,2017,3,276560,3
243894,5512159,2016,6,2594560,11
507086,20186195,2017,4,27768020,114
475070,1202251,2016,4,4236500,17
286271,232844,2016,3,437480,4
180401,2545165,2017,12,2466140,10
144137,5865704,2017,6,6717960,28
245904,2774917,2018,2,1866400,11
403434,150446694,2017,3,94474320,434
167275,2002207,2017,8,1498220,10
250016,1861084,2018,12,2576680,15
193239,1022910,2019,7,719360,5
228679,1307833,2016,11,5011320,17
445992,1753956,2018,6,3535840,17
233135,41995306,2016,1,6458740,26
259191,1046253,2015,12,702440,6
482770,246636,2018,3,927340,6
156591,9433839,2016,6,3141080,16
313922,1699625,2018,12,2510860,10
336847,2047978,2017,12,1640320,6
201310,2325076,2016,5,808540,6
261166,637457,2018,4,902500,8
272811,475135,2017,5,744720,6
133041,2950495,2017,6,15052620,77
314444,23343839,2018,6,3770240,13
320155,15205360,2018,3,2296040,8
324249,6171839,2018,10,2455080,12
270757,432292,2018,12,3076740,17
216628,215139,2015,11,750680,4
159038,2217139,2016,7,2927920,13
319043,7706071,2017,10,1448980,5
166153,2830135,2016,11,2167720,11
197984,903524,2016,11,1095900,6
403826,20466860,2017,3,34314260,136
263008,279062,2016,4,809160,6
183914,2114939,2018,4,1836620,7
248948,690030,2017,11,1800700,10
191123,2325831,2017,11,1403540,5
379456,4398600,2018,11,939960,3
412523,294818,2016,3,885240,5
478831,2089202,2018,4,1618280,5
133298,32696155,2016,2,21169020,69
131293,41314942,2017,6,29158100,90
154823,6318919,2018,6,5740580,21
389182,6299668,2018,7,2053940,7
259409,286665,2015,12,587960,6
161795,3098716,2016,3,2751420,14
356820,1305066,2016,3,1164320,5
278836,608112,2018,4,394880,4
404120,8648199,2016,6,20336900,88
481665,230785,2017,12,868120,7
439585,77263316,2016,11,740880,3
317331,7068763,2016,4,3119980,11
294962,7053004,2017,3,19229180,129
192644,808257,2018,12,852480,4
331382,2749841,2017,1,1573360,6
128485,106565980,2017,7,53300880,185
259149,849543,2017,8,2083640,8
460097,393925,2016,6,756080,3
449982,1241719,2018,10,1910060,9
451514,4593832,2015,11,3028060,14
173978,3431150,2016,5,1957200,7
150299,8390671,2018,5,4242380,23
362311,1525935,2017,4,952100,3
150738,4726286,2016,4,5835780,24
261685,4227042,2018,11,1216760,7
348859,4174628,2016,10,1162700,5
164034,2920437,2016,2,1756340,15
120769,2688227,2018,10,693000,3
387953,5410151,2017,2,2625920,7
247012,805053,2018,9,960600,10
243750,6541349,2017,1,1696920,8
140923,6437863,2018,10,9373320,40
478873,2570323,2016,1,1376360,5
187001,619967,2018,9,1672540,7
211036,4926231,2018,11,954880,4
95942,564286,2018,9,1013120,3
23345,1451779,2018,10,2637320,11
125397,2874434,2018,6,786120,4
170185,2621819,2017,3,1468140,12
189562,6384492,2017,4,1691520,9
46311,887625,2018,8,1026000,6
156793,10594722,2018,2,3161220,15
187527,1854515,2015,12,2233680,8
433207,2781806,2016,2,1449440,5
328567,1353092,2017,1,1662920,8
164870,4091874,2016,8,2189360,8
297481,41488285,2015,12,15096440,48
310315,8789284,2016,10,2994860,14
270567,89878,2016,3,553480,6
32507,6715903,2018,11,3632840,13
330420,13199060,2018,4,1829040,8
397766,651492,2018,5,1108600,8
199413,637543,2016,2,1095100,5
531398,130000,2018,9,494540,4
186022,9609217,2018,11,2340080,6
301941,6610515,2016,1,2436980,14
428298,2129477,2018,2,1662100,10
306356,2791635,2018,11,4013160,16
472629,1915700,2018,9,2384520,11
461734,530008,2016,8,1115180,4
404071,8535074,2017,2,17976820,108
411496,513226,2016,4,1571800,8
310406,13010715,2018,4,3434120,16
136269,16273698,2018,11,14855220,48
256445,315268,2016,8,780740,8
186705,3607578,2017,8,1860640,6
142789,6942597,2016,9,6521680,32
346656,3957932,2018,4,843840,5
176914,2714384,2016,9,1612240,8
177495,4460980,2016,8,1716360,8
507235,10818766,2016,4,20292200,80
242829,4506255,2016,4,2035960,7
287134,430521,2016,4,337040,4
226127,2416543,2018,3,738000,3
155844,3490873,2018,9,3751580,17
213211,1363625,2016,10,603160,5
472672,1167269,2016,8,3647280,26
409458,3471570,2018,3,3664660,13
44997,4560613,2018,6,2554000,8
434443,466138,2016,9,1213280,5
409733,383067,2018,5,2697080,10
423838,632679,2016,1,924120,4
340691,3946151,2017,7,707740,5
189824,523291,2017,10,1686320,5
155451,14672992,2017,8,2614900,14
342564,4964208,2018,12,1816000,9
192633,1045394,2016,7,1586760,6
152018,14183397,2018,3,4467840,21
326945,4936299,2016,4,1552300,6
132457,13434940,2018,7,18975280,76
202077,924374,2018,3,1136600,3
324177,1649218,2018,4,1745900,7
307660,7020684,2015,11,3117060,13
234912,35210038,2016,7,5668920,27
514934,422440,2017,9,1351960,6
140535,16108451,2017,5,9678340,38
283380,1321284,2018,11,1641600,4
187738,3767377,2017,2,1159100,7
294284,2869924,2018,3,394540,3
246526,2788033,2017,12,1660740,6
452981,445163,2018,7,1617560,8
344725,4166740,2018,12,319400,4
195233,5347471,2017,4,615060,5
176288,6217513,2018,12,1800440,11
129861,40690259,2017,11,38054620,127
404071,8535074,2017,10,15913640,87
152940,10626269,2017,8,3862840,18
302848,19680251,2017,7,6604380,24
176194,1741393,2017,4,1698100,9
284028,191474,2018,5,353580,4
444369,5577044,2018,12,5481440,24
189844,5293256,2016,1,1187540,6
183030,5018421,2016,12,2182660,9
160478,1563292,2016,6,2988480,13
169655,2401934,2018,1,1515840,7
300576,3286239,2016,1,5040620,26
459125,751370,2016,1,885600,6
234912,40930112,2018,1,5321500,25
247964,3552540,2016,12,2352660,8
334700,2757656,2016,4,1959640,6
308660,1902350,2018,5,3110080,13
442525,11678126,2017,1,9617860,30
155465,3157791,2016,11,2820580,12
231576,27468886,2018,12,25918900,70
73475,1448257,2018,5,1365920,4
436848,315915,2016,9,392220,3
375289,2534222,2018,7,655180,3
136681,21350234,2018,11,9694620,39
286635,57581,2016,3,333980,4
195170,869257,2018,1,1694420,7
254096,2918001,2015,12,2192200,8
258428,2300737,2018,9,1351800,8
190720,4640251,2018,7,924180,7
205699,393256,2018,6,646640,4
442187,5812460,2018,10,9372740,41
319043,8145768,2018,6,2492680,9
25285,1539260,2018,12,3383600,13
213913,4911153,2018,7,988000,4
175382,1908993,2016,12,1795920,10
192160,786960,2016,3,1408280,6
242957,1899304,2016,5,2933420,14
266395,2352170,2016,5,1179260,5
266111,1011905,2016,3,693000,5
130899,40018463,2016,4,16080620,80
383195,58066823,2018,1,8604500,35
182436,2601843,2017,6,1625280,6
476590,2912520,2018,12,3028540,14
173808,7919531,2018,2,2303240,10
320924,23816864,2018,12,2137280,11
475556,1096397,2016,1,1965100,15
126538,671580655,2016,6,353904780,1190
149379,8863809,2018,3,5436480,24
541608,483588,2018,3,887740,7
303178,7342694,2017,4,2856000,13
143545,7221726,2018,6,6650260,31
283255,650932,2018,2,1049840,4
141456,14823529,2017,7,10662500,33
391628,822452,2018,2,579840,5
143885,3305927,2016,8,1886260,15
287201,290108,2017,12,387520,4
169914,1237205,2018,7,1882280,10
141714,22943763,2016,4,8913380,38
262104,2829325,2016,6,1026000,4
324103,745802,2018,7,2109120,9
128488,37111838,2017,8,39065600,146
249206,1563361,2016,6,898560,8
207482,1525435,2018,7,1526200,6
240001,6765848,2018,1,2543960,15
310421,6991105,2016,12,1903560,11
336600,2846689,2018,12,1596140,7
151639,3684023,2018,10,5499660,22
136789,1730582,2017,3,8253580,35
412321,433440,2017,7,1335580,7
283226,907347,2016,8,454020,4
306981,30533879,2017,2,3578280,12
409985,1689522,2016,9,2681060,13
343863,9892108,2019,6,1422800,4
456224,837004,2016,4,535660,3
420092,210406210,2018,10,94673160,246
132007,3902273,2016,2,2698780,20
45425,1604743,2018,11,1120140,7
185779,9215672,2016,9,1513940,6
101365,2047762,2018,10,537480,3
444369,3898601,2017,6,5610500,23
